Model,TBS1052C
Firmware Version,v2015-08-04-prequal4ch70_v1.3

Point Format,Y
Horizontal Units,S
Horizontal Scale,0.002
Sample Interval,1.6e-05
Filter Frequency,2e+08
Record Length,2000
Gating,0.0% to 100.0%
Probe Attenuation,10
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.1
Label,
TIME,CH1
4.800e-05,-0.008
6.400e-05,-0.004
8.000e-05,-0.008
9.600e-05,-0.008
1.120e-04,-0.004
1.280e-04,-0.004
1.440e-04,-0.004
1.600e-04,0
1.760e-04,-0.008
1.920e-04,0
2.080e-04,0.004
2.240e-04,0.004
2.400e-04,0.004
2.560e-04,0.008
2.720e-04,0.008
2.880e-04,0.004
3.040e-04,0.008
3.200e-04,0.008
3.360e-04,0.008
3.520e-04,0.012
3.680e-04,0.012
3.840e-04,0.008
4.000e-04,0.016
4.160e-04,0.016
4.320e-04,0.016
4.480e-04,0.016
4.640e-04,0.016
4.800e-04,0.016
4.960e-04,0.02
